# Wavelength(nm)	SPD
2114	0.094040
2115	0.093900
2116	0.093740
2117	0.093580
2118	0.093420
2119	0.093260
2120	0.093100
2121	0.092920
2122	0.092740
2123	0.092560
2124	0.092380
2125	0.092200
2126	0.092240
2127	0.092280
2128	0.092320
2129	0.092360
2130	0.092400
2131	0.092140
2132	0.091880
2133	0.091620
2134	0.091360
2135	0.091100
2136	0.091100
2137	0.091100
2138	0.091100
2139	0.091100
2140	0.091100
2141	0.090860
2142	0.090620
2143	0.090380
2144	0.090140
2145	0.089900
2146	0.089860
2147	0.089820
2148	0.089780
2149	0.089740
2150	0.089700
2151	0.089540
2152	0.089380
2153	0.089220
2154	0.089060
2155	0.088900
2156	0.088700
2157	0.088500
2158	0.088300
2159	0.088100
2160	0.087900
2161	0.086720
2162	0.085540
2163	0.084360
2164	0.083180
2165	0.082000
2166	0.082680
2167	0.083360
2168	0.084040
2169	0.084720
2170	0.085400
2171	0.085480
2172	0.085560
2173	0.085640
2174	0.085720
2175	0.085800
2176	0.085560
2177	0.085320
2178	0.085080
2179	0.084840
2180	0.084600
2181	0.084620
2182	0.084640
2183	0.084660
2184	0.084680
2185	0.084700
2186	0.084380
2187	0.084060
2188	0.083740
2189	0.083420
2190	0.083100
2191	0.083180
2192	0.083260
2193	0.083340
2194	0.083420
2195	0.083500
2196	0.083360
2197	0.083220
2198	0.083080
2199	0.082940
2200	0.082800
2201	0.082420
2202	0.082040
2203	0.081660
2204	0.081280
2205	0.080900
2206	0.080880
2207	0.080860
2208	0.080840
2209	0.080820
2210	0.080800
2211	0.080720
2212	0.080640
2213	0.080560
2214	0.080480
2215	0.080400
2216	0.080320
2217	0.080240
2218	0.080160
2219	0.080080
2220	0.080000
2221	0.079760
2222	0.079520
2223	0.079280
2224	0.079040
2225	0.078800
2226	0.078720
2227	0.078640
2228	0.078560
2229	0.078480
2230	0.078400
2231	0.078300
2232	0.078200
2233	0.078100
2234	0.078000
2235	0.077900
2236	0.077620
2237	0.077340
2238	0.077060
2239	0.076780
2240	0.076500
2241	0.076460
2242	0.076420
2243	0.076380
2244	0.076340
2245	0.076300
2246	0.076120
2247	0.075940
2248	0.075760
2249	0.075580
2250	0.075400
2251	0.075180
2252	0.074960
2253	0.074740
2254	0.074520
2255	0.074300
2256	0.074260
2257	0.074220
2258	0.074180
2259	0.074140
2260	0.074100
2261	0.073940
2262	0.073780
2263	0.073620
2264	0.073460
2265	0.073300
2266	0.073260
2267	0.073220
2268	0.073180
2269	0.073140
2270	0.073100
2271	0.073000
2272	0.072900
2273	0.072800
2274	0.072700
2275	0.072600
2276	0.072360
2277	0.072120
2278	0.071880
2279	0.071640
2280	0.071400
2281	0.071400
2282	0.071400
2283	0.071400
2284	0.071400
2285	0.071400
2286	0.071360
2287	0.071320
2288	0.071280
2289	0.071240
2290	0.071200
2291	0.070820
2292	0.070440
2293	0.070060
2294	0.069680
2295	0.069300
2296	0.069360
2297	0.069420
2298	0.069480
2299	0.069540
2300	0.069600
2301	0.069560
2302	0.069520
2303	0.069480
2304	0.069440
2305	0.069400
2306	0.069300
2307	0.069200
2308	0.069100
2309	0.069000
2310	0.068900
2311	0.068760
2312	0.068620
2313	0.068480
2314	0.068340
2315	0.068200
2316	0.068080
2317	0.067960
2318	0.067840
2319	0.067720
2320	0.067600
2321	0.067200
2322	0.066800
2323	0.066400
2324	0.066000
2325	0.065600
2326	0.065720
2327	0.065840
2328	0.065960
2329	0.066080
2330	0.066200
2331	0.066100
2332	0.066000
2333	0.065900
2334	0.065800
2335	0.065700
2336	0.065600
2337	0.065500
2338	0.065400
2339	0.065300
2340	0.065200
2341	0.065180
2342	0.065160
2343	0.065140
2344	0.065120
2345	0.065100
2346	0.064940
2347	0.064780
2348	0.064620
2349	0.064460
2350	0.064300
2351	0.063960
2352	0.063620
2353	0.063280
2354	0.062940
2355	0.062600
2356	0.062700
2357	0.062800
2358	0.062900
2359	0.063000
2360	0.063100
2361	0.063080
2362	0.063060
2363	0.063040
2364	0.063020
2365	0.063000
2366	0.062880
2367	0.062760
2368	0.062640
2369	0.062520
2370	0.062400
2371	0.062200
2372	0.062000
2373	0.061800
2374	0.061600
2375	0.061400
2376	0.061480
2377	0.061560
2378	0.061640
2379	0.061720
2380	0.061800
2381	0.061260
2382	0.060720
2383	0.060180
2384	0.059640
2385	0.059100
2386	0.059360
2387	0.059620
2388	0.059880
2389	0.060140
2390	0.060400
2391	0.060340
2392	0.060280
2393	0.060220
2394	0.060160
2395	0.060100
2396	0.060020
2397	0.059940
2398	0.059860
2399	0.059780
2400	0.059700
2401	0.059640
2402	0.059580
2403	0.059520
2404	0.059460
2405	0.059400
2406	0.059360
2407	0.059320
2408	0.059280
2409	0.059240
2410	0.059200
2411	0.058760
2412	0.058320
2413	0.057880
2414	0.057440
2415	0.057000
2416	0.057160
2417	0.057320
2418	0.057480
2419	0.057640
2420	0.057800
2421	0.057700
2422	0.057600
2423	0.057500
2424	0.057400
2425	0.057300
2426	0.057280
2427	0.057260
2428	0.057240
2429	0.057220
2430	0.057200
2431	0.057060
2432	0.056920
2433	0.056780
2434	0.056640
2435	0.056500
2436	0.056460
2437	0.056420
2438	0.056380
2439	0.056340
2440	0.056300
2441	0.056160
2442	0.056020
2443	0.055880
2444	0.055740
2445	0.055600
2446	0.055400
2447	0.055200
2448	0.055000
2449	0.054800
2450	0.054600
2451	0.054520
2452	0.054440
2453	0.054360
2454	0.054280
2455	0.054200
2456	0.054260
2457	0.054320
2458	0.054380
2459	0.054440
2460	0.054500
2461	0.054460
2462	0.054420
2463	0.054380
2464	0.054340
2465	0.054300
2466	0.054120
2467	0.053940
2468	0.053760
2469	0.053580
2470	0.053400
2471	0.053400
2472	0.053400
2473	0.053400
2474	0.053400
2475	0.053400
2476	0.053140
2477	0.052880
2478	0.052620
2479	0.052360
2480	0.052100
2481	0.052040
2482	0.051980
2483	0.051920
2484	0.051860
2485	0.051800
2486	0.051880
2487	0.051960
2488	0.052040
2489	0.052120
2490	0.052200
2491	0.051540
2492	0.050880
2493	0.050220
2494	0.049560
2495	0.048900
2496	0.049400
2497	0.049900
2498	0.050400
2499	0.050900
2500	0.051400
2501	0.051280
2502	0.051160
2503	0.051040
2504	0.050920
2505	0.050800
2506	0.050560
2507	0.050320
2508	0.050080
2509	0.049840
2510	0.049600
2511	0.049440
2512	0.049280
2513	0.049120
2514	0.048960
2515	0.048800
2516	0.048660
2517	0.048520
2518	0.048380
2519	0.048240
2520	0.048100
2521	0.048020
2522	0.047940
2523	0.047860
2524	0.047780
2525	0.047700
2526	0.047700
2527	0.047700
2528	0.047700
2529	0.047700
2530	0.047700
2531	0.047580
2532	0.047460
2533	0.047340
2534	0.047220
2535	0.047100
2536	0.047040
2537	0.046980
2538	0.046920
2539	0.046860
2540	0.046800
2541	0.046760
2542	0.046720
2543	0.046680
2544	0.046640
2545	0.046600
2546	0.046540
2547	0.046480
2548	0.046420
2549	0.046360
2550	0.046300
2551	0.046220
2552	0.046140
2553	0.046060
2554	0.045980
2555	0.045900
2556	0.045800
2557	0.045700
2558	0.045600
2559	0.045500
2560	0.045400
2561	0.045360
2562	0.045320
2563	0.045280
2564	0.045240
2565	0.045200
2566	0.045140
2567	0.045080
2568	0.045020
2569	0.044960
2570	0.044900
2571	0.044820
2572	0.044740
2573	0.044660
2574	0.044580
2575	0.044500
2576	0.044420
2577	0.044340
2578	0.044260
2579	0.044180
2580	0.044100
2581	0.043940
2582	0.043780
2583	0.043620
2584	0.043460
2585	0.043300
2586	0.043320
2587	0.043340
2588	0.043360
2589	0.043380
2590	0.043400
2591	0.043320
2592	0.043240
2593	0.043160
2594	0.043080
2595	0.043000
2596	0.042980
2597	0.042960
2598	0.042940
2599	0.042920
2600	0.042900
2601	0.042880
2602	0.042860
2603	0.042840
2604	0.042820
2605	0.042800
2606	0.042740
2607	0.042680
2608	0.042620
2609	0.042560
2610	0.042500
2611	0.042460
2612	0.042420
2613	0.042380
2614	0.042340
2615	0.042300
2616	0.042220
2617	0.042140
2618	0.042060
2619	0.041980
2620	0.041900
2621	0.041640
2622	0.041380
2623	0.041120
2624	0.040860
2625	0.040600
2626	0.040720
2627	0.040840
2628	0.040960
2629	0.041080
2630	0.041200
2631	0.041160
2632	0.041120
2633	0.041080
2634	0.041040
2635	0.041000
2636	0.040840
2637	0.040680
2638	0.040520
2639	0.040360
2640	0.040200
2641	0.040200
2642	0.040200
2643	0.040200
2644	0.040200
2645	0.040200
2646	0.040160
2647	0.040120
2648	0.040080
2649	0.040040
2650	0.040000
2651	0.039920
2652	0.039840
2653	0.039760
2654	0.039680
2655	0.039600
2656	0.039580
2657	0.039560
2658	0.039540
2659	0.039520
2660	0.039500
2661	0.039400
2662	0.039300
2663	0.039200
2664	0.039100
2665	0.039000
2666	0.039020
2667	0.039040
2668	0.039060
2669	0.039080
2670	0.039100
2671	0.039000
2672	0.038900
2673	0.038800
2674	0.038700
2675	0.038600
2676	0.038560
2677	0.038520
2678	0.038480
2679	0.038440
2680	0.038400
2681	0.038360
2682	0.038320
2683	0.038280
2684	0.038240
2685	0.038200
2686	0.038120
2687	0.038040
2688	0.037960
2689	0.037880
2690	0.037800
2691	0.037740
2692	0.037680
2693	0.037620
2694	0.037560
2695	0.037500
2696	0.037420
2697	0.037340
2698	0.037260
2699	0.037180
2700	0.037100
2701	0.037060
2702	0.037020
2703	0.036980
2704	0.036940
2705	0.036900
2706	0.036860
2707	0.036820
2708	0.036780
2709	0.036740
2710	0.036700
2711	0.036680
2712	0.036660
2713	0.036640
2714	0.036620
2715	0.036600
2716	0.036560
2717	0.036520
2718	0.036480
2719	0.036440
2720	0.036400
2721	0.036340
2722	0.036280
2723	0.036220
2724	0.036160
2725	0.036100
2726	0.036080
2727	0.036060
2728	0.036040
2729	0.036020
2730	0.036000
2731	0.035940
2732	0.035880
2733	0.035820
2734	0.035760
2735	0.035700
2736	0.035660
2737	0.035620
2738	0.035580
2739	0.035540
2740	0.035500
2741	0.035480
2742	0.035460
2743	0.035440
2744	0.035420
2745	0.035400
2746	0.035360
2747	0.035320
2748	0.035280
2749	0.035240
2750	0.035200
2751	0.035140
2752	0.035080
2753	0.035020
2754	0.034960
2755	0.034900
2756	0.034840
2757	0.034780
2758	0.034720
2759	0.034660
2760	0.034600
2761	0.034560
2762	0.034520
2763	0.034480
2764	0.034440
2765	0.034400
2766	0.034380
2767	0.034360
2768	0.034340
2769	0.034320
2770	0.034300
2771	0.034220
2772	0.034140
2773	0.034060
2774	0.033980
2775	0.033900
2776	0.033840
2777	0.033780
2778	0.033720
2779	0.033660
2780	0.033600
2781	0.033560
2782	0.033520
2783	0.033480
2784	0.033440
2785	0.033400
2786	0.033360
2787	0.033320
2788	0.033280
2789	0.033240
2790	0.033200
2791	0.033140
2792	0.033080
2793	0.033020
2794	0.032960
2795	0.032900
2796	0.032880
2797	0.032860
2798	0.032840
2799	0.032820
2800	0.032800
2801	0.032740
2802	0.032680
2803	0.032620
2804	0.032560
2805	0.032500
2806	0.032480
2807	0.032460
2808	0.032440
2809	0.032420
2810	0.032400
2811	0.032380
2812	0.032360
2813	0.032340
2814	0.032320
2815	0.032300
2816	0.032260
2817	0.032220
2818	0.032180
2819	0.032140
2820	0.032100
2821	0.032040
2822	0.031980
2823	0.031920
2824	0.031860
2825	0.031800
2826	0.031780
2827	0.031760
2828	0.031740
2829	0.031720
2830	0.031700
2831	0.031660
2832	0.031620
2833	0.031580
2834	0.031540
2835	0.031500
2836	0.031440
2837	0.031380
2838	0.031320
2839	0.031260
2840	0.031200
2841	0.031160
2842	0.031120
2843	0.031080
2844	0.031040
2845	0.031000
2846	0.030940
2847	0.030880
2848	0.030820
2849	0.030760
2850	0.030700
2851	0.030640
2852	0.030580
2853	0.030520
2854	0.030460
2855	0.030400
2856	0.030360
2857	0.030320
2858	0.030280
2859	0.030240
2860	0.030200
2861	0.030160
2862	0.030120
2863	0.030080
2864	0.030040
2865	0.030000
2866	0.029920
2867	0.029840
2868	0.029760
2869	0.029680
2870	0.029600
2871	0.029560
2872	0.029520
2873	0.029480
2874	0.029440
2875	0.029400
2876	0.029400
2877	0.029400
2878	0.029400
2879	0.029400
2880	0.029400
2881	0.029360
2882	0.029320
2883	0.029280
2884	0.029240
2885	0.029200
2886	0.029180
2887	0.029160
2888	0.029140
2889	0.029120
2890	0.029100
2891	0.029080
2892	0.029060
2893	0.029040
2894	0.029020
2895	0.029000
2896	0.028960
2897	0.028920
2898	0.028880
2899	0.028840
2900	0.028800
2901	0.028780
2902	0.028760
2903	0.028740
2904	0.028720
2905	0.028700
2906	0.028660
2907	0.028620
2908	0.028580
2909	0.028540
2910	0.028500
2911	0.028440
2912	0.028380
2913	0.028320
2914	0.028260
2915	0.028200
2916	0.028160
2917	0.028120
2918	0.028080
2919	0.028040
2920	0.028000
2921	0.027960
2922	0.027920
2923	0.027880
2924	0.027840
2925	0.027800
2926	0.027760
2927	0.027720
2928	0.027680
2929	0.027640
2930	0.027600
2931	0.027540
2932	0.027480
2933	0.027420
2934	0.027360
2935	0.027300
2936	0.027260
2937	0.027220
2938	0.027180
2939	0.027140
2940	0.027100
2941	0.027040
2942	0.026980
2943	0.026920
2944	0.026860
2945	0.026800
2946	0.026780
2947	0.026760
2948	0.026740
2949	0.026720
2950	0.026700
2951	0.026680
2952	0.026660
2953	0.026640
2954	0.026620
2955	0.026600
2956	0.026560
2957	0.026520
2958	0.026480
2959	0.026440
2960	0.026400
2961	0.026380
2962	0.026360
2963	0.026340
2964	0.026320
2965	0.026300
2966	0.026260
2967	0.026220
2968	0.026180
2969	0.026140
2970	0.026100
2971	0.026080
2972	0.026060
2973	0.026040
2974	0.026020
2975	0.026000
2976	0.025960
2977	0.025920
2978	0.025880
2979	0.025840
2980	0.025800
2981	0.025780
2982	0.025760
2983	0.025740
2984	0.025720
2985	0.025700
2986	0.025660
2987	0.025620
2988	0.025580
2989	0.025540
2990	0.025500
2991	0.025480
2992	0.025460
2993	0.025440
2994	0.025420
2995	0.025400
2996	0.025380
2997	0.025360
2998	0.025340
2999	0.025320
3000	0.025300
3001	0.025260
3002	0.025220
3003	0.025180
3004	0.025140
3005	0.025100
3006	0.025080
3007	0.025060
3008	0.025040
3009	0.025020
3010	0.025000
3011	0.024980
3012	0.024960
3013	0.024940
3014	0.024920
3015	0.024900
3016	0.024860
3017	0.024820
3018	0.024780
3019	0.024740
3020	0.024700
3021	0.024660
3022	0.024620
3023	0.024580
3024	0.024540
3025	0.024500
3026	0.024480
3027	0.024460
3028	0.024440
3029	0.024420
3030	0.024400
3031	0.024360
3032	0.024320
3033	0.024280
3034	0.024240
3035	0.024200
3036	0.024140
3037	0.024080
3038	0.024020
3039	0.023960
3040	0.023900
3041	0.023920
3042	0.023940
3043	0.023960
3044	0.023980
3045	0.024000
3046	0.024000
3047	0.024000
3048	0.024000
3049	0.024000
3050	0.024000
3051	0.023980
3052	0.023960
3053	0.023940
3054	0.023920
3055	0.023900
3056	0.023880
3057	0.023860
3058	0.023840
3059	0.023820
3060	0.023800
3061	0.023740
3062	0.023680
3063	0.023620
3064	0.023560
3065	0.023500
3066	0.023480
3067	0.023460
3068	0.023440
3069	0.023420
3070	0.023400
3071	0.023400
3072	0.023400
3073	0.023400
3074	0.023400
3075	0.023400
3076	0.023360
3077	0.023320
3078	0.023280
3079	0.023240
3080	0.023200
3081	0.023160
3082	0.023120
3083	0.023080
3084	0.023040
3085	0.023000
3086	0.022960
3087	0.022920
3088	0.022880
3089	0.022840
3090	0.022800
3091	0.022760
3092	0.022720
3093	0.022680
3094	0.022640
3095	0.022600
3096	0.022560
3097	0.022520
3098	0.022480
3099	0.022440
3100	0.022400
3101	0.022380
3102	0.022360
3103	0.022340
3104	0.022320
3105	0.022300
3106	0.022260
3107	0.022220
3108	0.022180
3109	0.022140
3110	0.022100
3111	0.022040
3112	0.021980
3113	0.021920
3114	0.021860
3115	0.021800
3116	0.021780
3117	0.021760
3118	0.021740
3119	0.021720
3120	0.021700
3121	0.021680
3122	0.021660
3123	0.021640
3124	0.021620
3125	0.021600
3126	0.021580
3127	0.021560
3128	0.021540
3129	0.021520
3130	0.021500
3131	0.021480
3132	0.021460
3133	0.021440
3134	0.021420
3135	0.021400
3136	0.021360
3137	0.021320
3138	0.021280
3139	0.021240
3140	0.021200
3141	0.021180
3142	0.021160
3143	0.021140
3144	0.021120
3145	0.021100
3146	0.021060
3147	0.021020
3148	0.020980
3149	0.020940
3150	0.020900
3151	0.020880
3152	0.020860
3153	0.020840
3154	0.020820
3155	0.020800
3156	0.020780
3157	0.020760
3158	0.020740
3159	0.020720
3160	0.020700
3161	0.020700
3162	0.020700
3163	0.020700
3164	0.020700
3165	0.020700
3166	0.020660
3167	0.020620
3168	0.020580
3169	0.020540
3170	0.020500
3171	0.020500
3172	0.020500
3173	0.020500
3174	0.020500
3175	0.020500
3176	0.020460
3177	0.020420
3178	0.020380
3179	0.020340
3180	0.020300
3181	0.020280
3182	0.020260
3183	0.020240
3184	0.020220
3185	0.020200
3186	0.020200
3187	0.020200
3188	0.020200
3189	0.020200
3190	0.020200
3191	0.020180
3192	0.020160
3193	0.020140
3194	0.020120
3195	0.020100
3196	0.020060
3197	0.020020
3198	0.019980
3199	0.019940
3200	0.019900
3201	0.019900
3202	0.019900
3203	0.019900
3204	0.019900
3205	0.019900
3206	0.019880
3207	0.019860
3208	0.019840
3209	0.019820
3210	0.019800
3211	0.019760
3212	0.019720
3213	0.019680
3214	0.019640
3215	0.019600
3216	0.019580
3217	0.019560
3218	0.019540
3219	0.019520
3220	0.019500
3221	0.019480
3222	0.019460
3223	0.019440
3224	0.019420
3225	0.019400
3226	0.019400
3227	0.019400
3228	0.019400
3229	0.019400
3230	0.019400
3231	0.019380
3232	0.019360
3233	0.019340
3234	0.019320
3235	0.019300
3236	0.019280
3237	0.019260
3238	0.019240
3239	0.019220
3240	0.019200
3241	0.019180
3242	0.019160
3243	0.019140
3244	0.019120
3245	0.019100
3246	0.019100
3247	0.019100
3248	0.019100
3249	0.019100
3250	0.019100
3251	0.019060
3252	0.019020
3253	0.018980
3254	0.018940
3255	0.018900
3256	0.018880
3257	0.018860
3258	0.018840
3259	0.018820
3260	0.018800
3261	0.018780
3262	0.018760
3263	0.018740
3264	0.018720
3265	0.018700
3266	0.018680
3267	0.018660
3268	0.018640
3269	0.018620
3270	0.018600
3271	0.018580
3272	0.018560
3273	0.018540
3274	0.018520
3275	0.018500
3276	0.018480
3277	0.018460
3278	0.018440
3279	0.018420
3280	0.018400
3281	0.018380
3282	0.018360
3283	0.018340
3284	0.018320
3285	0.018300
3286	0.018300
3287	0.018300
3288	0.018300
3289	0.018300
3290	0.018300
3291	0.018240
3292	0.018180
3293	0.018120
3294	0.018060
3295	0.018000
3296	0.017980
3297	0.017960
3298	0.017940
3299	0.017920
3300	0.017900
3301	0.017900
3302	0.017900
3303	0.017900
3304	0.017900
3305	0.017900
3306	0.017860
3307	0.017820
3308	0.017780
3309	0.017740
3310	0.017700
3311	0.017680
3312	0.017660
3313	0.017640
3314	0.017620
3315	0.017600
3316	0.017540
3317	0.017480
3318	0.017420
3319	0.017360
3320	0.017300
3321	0.017300
3322	0.017300
3323	0.017300
3324	0.017300
3325	0.017300
3326	0.017260
3327	0.017220
3328	0.017180
3329	0.017140
3330	0.017100
3331	0.017080
3332	0.017060
3333	0.017040
3334	0.017020
3335	0.017000
3336	0.016980
3337	0.016960
3338	0.016940
3339	0.016920
3340	0.016900
3341	0.016880
3342	0.016860
3343	0.016840
3344	0.016820
3345	0.016800
3346	0.016760
3347	0.016720
3348	0.016680
3349	0.016640
3350	0.016600
3351	0.016580
3352	0.016560
3353	0.016540
3354	0.016520
3355	0.016500
3356	0.016480
3357	0.016460
3358	0.016440
3359	0.016420
3360	0.016400
3361	0.016380
3362	0.016360
3363	0.016340
3364	0.016320
3365	0.016300
3366	0.016280
3367	0.016260
3368	0.016240
3369	0.016220
3370	0.016200
3371	0.016180
3372	0.016160
3373	0.016140
3374	0.016120
3375	0.016100
3376	0.016080
3377	0.016060
3378	0.016040
3379	0.016020
3380	0.016000
3381	0.016000
3382	0.016000
3383	0.016000
3384	0.016000
3385	0.016000
3386	0.015980
3387	0.015960
3388	0.015940
3389	0.015920
3390	0.015900
3391	0.015880
3392	0.015860
3393	0.015840
3394	0.015820
3395	0.015800
3396	0.015760
3397	0.015720
3398	0.015680
3399	0.015640
3400	0.015600
3401	0.015620
3402	0.015640
3403	0.015660
3404	0.015680
3405	0.015700
3406	0.015660
3407	0.015620
3408	0.015580
3409	0.015540
3410	0.015500
3411	0.015500
3412	0.015500
3413	0.015500
3414	0.015500
3415	0.015500
3416	0.015480
3417	0.015460
3418	0.015440
3419	0.015420
3420	0.015400
3421	0.015380
3422	0.015360
3423	0.015340
3424	0.015320
3425	0.015300
3426	0.015280
3427	0.015260
3428	0.015240
3429	0.015220
3430	0.015200
3431	0.015200
3432	0.015200
3433	0.015200
3434	0.015200
3435	0.015200
3436	0.015180
3437	0.015160
3438	0.015140
3439	0.015120
3440	0.015100
3441	0.015080
3442	0.015060
3443	0.015040
3444	0.015020
3445	0.015000
3446	0.014980
3447	0.014960
3448	0.014940
3449	0.014920
3450	0.014900
3451	0.014900
3452	0.014900
3453	0.014900
3454	0.014900
3455	0.014900
3456	0.014880
3457	0.014860
3458	0.014840
3459	0.014820
3460	0.014800
3461	0.014800
3462	0.014800
3463	0.014800
3464	0.014800
3465	0.014800
3466	0.014780
3467	0.014760
3468	0.014740
3469	0.014720
3470	0.014700
3471	0.014680
3472	0.014660
3473	0.014640
3474	0.014620
3475	0.014600
3476	0.014580
3477	0.014560
3478	0.014540
3479	0.014520
3480	0.014500
3481	0.014500
3482	0.014500
3483	0.014500
3484	0.014500
3485	0.014500
3486	0.014480
3487	0.014460
3488	0.014440
3489	0.014420
3490	0.014400
3491	0.014380
3492	0.014360
3493	0.014340
3494	0.014320
3495	0.014300
3496	0.014280
3497	0.014260
3498	0.014240
3499	0.014220
3500	0.014200
3501	0.014200
3502	0.014200
3503	0.014200
3504	0.014200
3505	0.014200
3506	0.014180
3507	0.014160
3508	0.014140
3509	0.014120
3510	0.014100
3511	0.014080
3512	0.014060
3513	0.014040
3514	0.014020
3515	0.014000
3516	0.013980
3517	0.013960
3518	0.013940
3519	0.013920
3520	0.013900
3521	0.013900
3522	0.013900
3523	0.013900
3524	0.013900
3525	0.013900
3526	0.013880
3527	0.013860
3528	0.013840
3529	0.013820
3530	0.013800
3531	0.013800
3532	0.013800
3533	0.013800
3534	0.013800
3535	0.013800
3536	0.013780
3537	0.013760
3538	0.013740
3539	0.013720
3540	0.013700
3541	0.013700
3542	0.013700
3543	0.013700
3544	0.013700
3545	0.013700
3546	0.013680
3547	0.013660
3548	0.013640
3549	0.013620
3550	0.013600
3551	0.013580
3552	0.013560
3553	0.013540
3554	0.013520
3555	0.013500
3556	0.013480
3557	0.013460
3558	0.013440
3559	0.013420
3560	0.013400
3561	0.013400
3562	0.013400
3563	0.013400
3564	0.013400
3565	0.013400
3566	0.013380
3567	0.013360
3568	0.013340
3569	0.013320
3570	0.013300
3571	0.013280
3572	0.013260
3573	0.013240
3574	0.013220
3575	0.013200
3576	0.013180
3577	0.013160
3578	0.013140
3579	0.013120
3580	0.013100
3581	0.013100
3582	0.013100
3583	0.013100
3584	0.013100
3585	0.013100
3586	0.013080
3587	0.013060
3588	0.013040
3589	0.013020
3590	0.013000
3591	0.012980
3592	0.012960
3593	0.012940
3594	0.012920
3595	0.012900
3596	0.012900
3597	0.012900
3598	0.012900
3599	0.012900
3600	0.012900
3601	0.012880
3602	0.012860
3603	0.012840
3604	0.012820
3605	0.012800
3606	0.012780
3607	0.012760
3608	0.012740
3609	0.012720
3610	0.012700
3611	0.012700
3612	0.012700
3613	0.012700
3614	0.012700
3615	0.012700
3616	0.012680
3617	0.012660
3618	0.012640
3619	0.012620
3620	0.012600
3621	0.012600
3622	0.012600
3623	0.012600
3624	0.012600
3625	0.012600
3626	0.012580
3627	0.012560
3628	0.012540
3629	0.012520
3630	0.012500
3631	0.012500
3632	0.012500
3633	0.012500
3634	0.012500
3635	0.012500
3636	0.012480
3637	0.012460
3638	0.012440
3639	0.012420
3640	0.012400
3641	0.012400
3642	0.012400
3643	0.012400
3644	0.012400
3645	0.012400
3646	0.012380
3647	0.012360
3648	0.012340
3649	0.012320
3650	0.012300
3651	0.012280
3652	0.012260
3653	0.012240
3654	0.012220
3655	0.012200
3656	0.012200
3657	0.012200
3658	0.012200
3659	0.012200
3660	0.012200
3661	0.012200
3662	0.012200
3663	0.012200
3664	0.012200
3665	0.012200
3666	0.012160
3667	0.012120
3668	0.012080
3669	0.012040
3670	0.012000
3671	0.012000
3672	0.012000
3673	0.012000
3674	0.012000
3675	0.012000
3676	0.011980
3677	0.011960
3678	0.011940
3679	0.011920
3680	0.011900
3681	0.011880
3682	0.011860
3683	0.011840
3684	0.011820
3685	0.011800
3686	0.011800
3687	0.011800
3688	0.011800
3689	0.011800
3690	0.011800
3691	0.011780
3692	0.011760
3693	0.011740
3694	0.011720
3695	0.011700
3696	0.011680
3697	0.011660
3698	0.011640
3699	0.011620
3700	0.011600
3701	0.011600
3702	0.011600
3703	0.011600
3704	0.011600
3705	0.011600
3706	0.011580
3707	0.011560
3708	0.011540
3709	0.011520
3710	0.011500
3711	0.011500
3712	0.011500
3713	0.011500
3714	0.011500
3715	0.011500
3716	0.011480
3717	0.011460
3718	0.011440
3719	0.011420
3720	0.011400
3721	0.011400
3722	0.011400
3723	0.011400
3724	0.011400
3725	0.011400
3726	0.011380
3727	0.011360
3728	0.011340
3729	0.011320
3730	0.011300
3731	0.011300
3732	0.011300
3733	0.011300
3734	0.011300
3735	0.011300
3736	0.011260
3737	0.011220
3738	0.011180
3739	0.011140
3740	0.011100
3741	0.011100
3742	0.011100
3743	0.011100
3744	0.011100
3745	0.011100
3746	0.011080
3747	0.011060
3748	0.011040
3749	0.011020
3750	0.011000
3751	0.011000
3752	0.011000
3753	0.011000
3754	0.011000
3755	0.011000
3756	0.010980
3757	0.010960
3758	0.010940
3759	0.010920
3760	0.010900
3761	0.010900
3762	0.010900
3763	0.010900
3764	0.010900
3765	0.010900
3766	0.010900
3767	0.010900
3768	0.010900
3769	0.010900
3770	0.010900
3771	0.010880
3772	0.010860
3773	0.010840
3774	0.010820
3775	0.010800
3776	0.010780
3777	0.010760
3778	0.010740
3779	0.010720
3780	0.010700
3781	0.010700
3782	0.010700
3783	0.010700
3784	0.010700
3785	0.010700
3786	0.010680
3787	0.010660
3788	0.010640
3789	0.010620
3790	0.010600
3791	0.010600
3792	0.010600
3793	0.010600
3794	0.010600
3795	0.010600
3796	0.010580
3797	0.010560
3798	0.010540
3799	0.010520
3800	0.010500
3801	0.010500
3802	0.010500
3803	0.010500
3804	0.010500
3805	0.010500
3806	0.010480
3807	0.010460
3808	0.010440
3809	0.010420
3810	0.010400
3811	0.010400
3812	0.010400
3813	0.010400
3814	0.010400
3815	0.010400
3816	0.010380
3817	0.010360
3818	0.010340
3819	0.010320
3820	0.010300
3821	0.010300
3822	0.010300
3823	0.010300
3824	0.010300
3825	0.010300
3826	0.010300
3827	0.010300
3828	0.010300
3829	0.010300
3830	0.010300
3831	0.010280
3832	0.010260
3833	0.010240
3834	0.010220
3835	0.010200
3836	0.010200
3837	0.010200
3838	0.010200
3839	0.010200
3840	0.010200
3841	0.010180
3842	0.010160
3843	0.010140
3844	0.010120
3845	0.010100
3846	0.010100
3847	0.010100
3848	0.010100
3849	0.010100
3850	0.010100
3851	0.010080
3852	0.010060
3853	0.010040
3854	0.010020
3855	0.010000
3856	0.009988
3857	0.009976
3858	0.009964
3859	0.009952
3860	0.009940
3861	0.009934
